timestamp,role,org_size,industry,team_focus,storage_environment,orchestration,ai_usage_frequency,ai_helps_with,ai_adoption,modeling_approach,modeling_pain_points,architecture_trend,biggest_bottleneck,team_growth_2026,education_topic,industry_wish,region
01:52.9,Analytics Engineer,200–999,Retail/e-commerce,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Daily,"Writing Code (SQL, Python, etc), Architecture design",No meaningful adoption yet,Kimball-style dimensional modeling,"Hard to maintain over time, Pressure to “move fast”",Lakehouse,Poor requirements / upstream issues,Stay the same,Architecture patterns,,Europe (EU / UK)
02:15.7,Data & Analytics Engineer,200–999,Tech,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Analytics / BI, ML / AI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",dbt cloud,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling, Architecture design, Governance / quality checks",Building internal AI platforms,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Legacy / technical debt,Grow,AI/LLM integration,Data Quality needs combined effort from the upstream data producers to the consumers . Everything is not a data team problem to solve in the dark. ,Europe (EU / UK)
04:57.3,Manager / Director / VP,"1,000–10,000",Tech,"Data modeling / transformation, Analytics / BI, ML / AI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Lack of leadership direction,Grow,Semantics / ontologies / knowledge graphs,Real blocker are never technical problems,Europe (EU / UK)
05:16.5,Manager / Director / VP,50–199,Healthcare,"Data modeling / transformation, Data quality / reliability","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Mixed (depends on use case),Hard to maintain over time,Lakehouse,Poor requirements / upstream issues,Stay the same,Architecture patterns,,United States / Canada
05:48.3,Manager / Director / VP,50–199,Tech,"Data modeling / transformation, Data quality / reliability","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",No orchestration / ad-hoc,Multiple times per day,"Documentation / data discovery, Architecture design",Using AI for tactical tasks,Kimball-style dimensional modeling,"Tools don’t support good modeling, Pressure to “move fast”",Centralized warehouse,Poor requirements / upstream issues,Grow,Streaming / event-driven systems,,Europe (EU / UK)
08:22.0,Analytics Engineer,50–199,Finance,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Dagster,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling",Using AI for tactical tasks,Mixed (depends on use case),"Hard to maintain over time, Tools don’t support good modeling, Pressure to “move fast”",Centralized warehouse,Poor requirements / upstream issues,Grow,AI/LLM integration,,Europe (EU / UK)
11:36.5,Data Engineer,200–999,Tech,Analytics / BI,Cloud PostgreSQL/MySQL,Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling, Architecture design, Governance / quality checks",No meaningful adoption yet,One Big Table,Hard to maintain over time,Lakehouse,Lack of leadership direction,Stay the same,Career growth / leadership,"Data engineering is not report sharing teams often come up to data team and ask for reports just for their presentation or validate their approach.
A small team often get stuck in a loop just writing queries rather than focusing on pipelines",Asia–Pacific
14:01.7,Software Engineer working on data,50–199,Finance,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Infrastructure / platform work, Analytics / BI",Cloud PostgreSQL/MySQL,No orchestration / ad-hoc,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling, Architecture design, Governance / quality checks",Experimenting,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time, Tools don’t support good modeling, Pressure to “move fast”",Lakehouse,Poor requirements / upstream issues,Grow,Architecture patterns,,Europe (EU / UK)
18:12.4,Manager / Director / VP,"1,000–10,000",Public sector / Education,"Data quality / reliability, Fighting fires",Mixed/hybrid,No orchestration / ad-hoc,Weekly,"Documentation / data discovery, Governance / quality checks",Experimenting,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Data mesh / federated ownership,Poor requirements / upstream issues,Not sure,AI/LLM integration,Backend analytics and operations need to be considered when making front end changes to systems,United States / Canada
19:43.4,Analytics Engineer,200–999,Retail/e-commerce,"Data modeling / transformation, Data quality / reliability, Fighting fires",Mixed/hybrid,No orchestration / ad-hoc,Rarely,I don't find AI helpful,Experimenting,Ad-hoc / tables added as needed,"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Lack of leadership direction,Stay the same,Data modeling,Bring business people on board and foster communication to build awareness of data,Europe (EU / UK)
20:56.1,Analytics Engineer,"1,000–10,000",Finance,Fighting fires,"Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Ad-hoc / tables added as needed,"Lack of clear ownership, Pressure to “move fast”",Data mesh / federated ownership,Data quality,Stay the same,Data modeling,Data modelling is necessary but seems to have been forgotten ,Europe (EU / UK)
23:11.4,Data Engineer,200–999,Public sector / Education,"Data modeling / transformation, Data quality / reliability, Fighting fires",Mixed/hybrid,Metadata driven on fabric,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Talent / hiring,Stay the same,Data modeling,Ingested data does not mean that it can be served,Europe (EU / UK)
23:51.9,Data Architect,"1,000–10,000",Finance,Data modeling / transformation,Mixed/hybrid,No orchestration / ad-hoc,Weekly,"Writing Code (SQL, Python, etc), Documentation / data discovery",Building internal AI platforms,Mixed (depends on use case),Pressure to “move fast”,Data mesh / federated ownership,Talent / hiring,Grow,Streaming / event-driven systems,,Latin America
25:15.8,Data Engineer,< 50 employees,Tech,"Data modeling / transformation, Infrastructure / platform work",On-prem data warehouse,Dagster,Rarely,I don't find AI helpful,Experimenting,Kimball-style dimensional modeling,Pressure to “move fast”,Centralized warehouse,Lack of leadership direction,Grow,Data modeling,,Asia–Pacific
25:39.7,Data Engineer,50–199,Retail/e-commerce,"Infrastructure / platform work, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Kimball-style dimensional modeling,"Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Compute costs,Stay the same,AI/LLM integration,our work is holding the fott,Asia–Pacific
27:51.1,Analytics Engineer,200–999,Finance,Data modeling / transformation,Denodo data virtualization,Denodo scheduler,Weekly,Documentation / data discovery,Using AI for tactical tasks,Mixed (depends on use case),Tools don’t support good modeling,Centralized warehouse,Data quality,Stay the same,Data modeling,,Europe (EU / UK)
28:05.5,Manager / Director / VP,50–199,Finance,"Ingestion / pipelines, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery, Architecture design",Using AI for tactical tasks,Mixed (depends on use case),"Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Legacy / technical debt,Grow,AI/LLM integration,"The realities of ""Data gravity"".",United States / Canada
29:49.5,Data Engineer,"10,000+",Finance,"Ingestion / pipelines, Data quality / reliability, Infrastructure / platform work","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","AWS EventBridge Scheduler, Cron",Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Architecture design, Governance / quality checks",Experimenting,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time, Tools don’t support good modeling, Pressure to “move fast”",Centralized warehouse,Legacy / technical debt,Stay the same,Data modeling,"I wish the industry understood that Data Engineers need to be domain experts, not just ticket-takers.

Often, requests come in as simple data movement tasks, but technical skills alone aren't enough to guarantee reliability. To build trust, engineers need domain training just as much as they need technical specs. Without understanding the business context, we can only check for generic errors (like null values or record count checks).

When we are trained in the domain, we can write business-specific Data Quality tests and robust reconciliation logic, ensuring that data doesn't just 'load' successfully, but actually matches the reality across source and target systems. Investing in this domain knowledge transforms us from utility providers into strategic partners who ensure data integrity.",Asia–Pacific
30:10.4,Data Engineer,50–199,Healthcare,"Ingestion / pipelines, Infrastructure / platform work","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Lakeflow connect / databricks jobs,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Architecture design",Building internal AI platforms,Ad-hoc / tables added as needed,Lack of clear ownership,Lakehouse,Lack of leadership direction,Grow,Architecture patterns,It isn’t going anywhere anytime soon.,Europe (EU / UK)
30:38.3,Data Engineer,200–999,Tech,"Ingestion / pipelines, Infrastructure / platform work, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Governance / quality checks",Building internal AI platforms,Ad-hoc / tables added as needed,"Lack of clear ownership, Pressure to “move fast”",Event-driven architecture,Lack of leadership direction,Stay the same,AI/LLM integration,,Europe (EU / UK)
31:25.5,Data Engineer,< 50 employees,Tech,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Data modeling",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Poor requirements / upstream issues,Grow,Data modeling,"That data engineering is far from data analytics, and that it entails much more than visualizations and reporting",Middle East / Africa
31:32.5,Data Engineer,"10,000+",Tech,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Infrastructure / platform work, Analytics / BI, ML / AI, Fighting fires",On-prem data warehouse,Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery, Governance / quality checks",AI embedded in most workflows,Ad-hoc / tables added as needed,Pressure to “move fast”,Data mesh / federated ownership,Talent / hiring,Grow,AI/LLM integration,"Tech is table stakes. Modeling and good practices is the job. For new people, don't try to learn everything at once. Be strong at a couple of things then add skills incrementally, diving deep into some, in order to differentiate.",Latin America
34:19.9,Data Engineer,200–999,Manufacturing / Industrial,"Data modeling / transformation, Data quality / reliability","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",No orchestration / ad-hoc,Multiple times per day,"Data modeling, Governance / quality checks",Using AI for tactical tasks,Kimball-style dimensional modeling,Lack of clear ownership,Lakehouse,Poor requirements / upstream issues,Stay the same,Data modeling,,Asia–Pacific
37:42.4,Manager / Director / VP,"10,000+",Public sector / Education,"Data quality / reliability, Infrastructure / platform work, Analytics / BI",On-prem data warehouse,"Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Weekly,Governance / quality checks,Using AI for tactical tasks,Event-driven modeling,Lack of clear ownership,Data mesh / federated ownership,Data quality,Stay the same,AI/LLM integration,,United States / Canada
40:56.2,Data Engineer,"10,000+",Healthcare,Ingestion / pipelines,"Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Data modeling, Architecture design",Experimenting,Canonical/semantic models,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Poor requirements / upstream issues,Stay the same,Streaming / event-driven systems,Data modelling and quality ,United States / Canada
41:17.6,Manager / Director / VP,"10,000+",Public sector / Education,"Ingestion / pipelines, Infrastructure / platform work","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",Using AI for tactical tasks,Mixed (depends on use case),Hard to maintain over time,Lakehouse,Legacy / technical debt,Grow,Semantics / ontologies / knowledge graphs,"Tools are cattle, not pets. We shouldn't love them. If they've outgrown their usefulness, time to move on",United States / Canada
41:49.7,Data Engineer,"10,000+",Tech,"Ingestion / pipelines, Infrastructure / platform work",Mixed/hybrid,"Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Weekly,"Writing Code (SQL, Python, etc), Documentation / data discovery",Building internal AI platforms,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Legacy / technical debt,Stay the same,AI/LLM integration,"For better data quality, we need business team’s help, otherwise even AI or more engineers won’t be of that much help",Latin America
43:55.7,Data Engineer,"10,000+",Manufacturing / Industrial,"Data modeling / transformation, Data quality / reliability","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Databricks,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging",Using AI for tactical tasks,One Big Table,None / modeling is going well,Data mesh / federated ownership,Talent / hiring,Grow,Career growth / leadership,"Most of the work can be software engineering. Software engineering tools like domain-driven design (to model more precisely the whole data governance processed and expectation of data products both for producers and consumers) and design patterns (hexagonal architecture, separation of concerns -business domain, application environment-, testability thanks to dependence inversion principles...) to reflect the process modelisation into the code in a clean and robust way.
All starts with a good organization, a model of what is expected from business and other ""parties prenantes"" then a code that reflects all of that.",Europe (EU / UK)
44:28.9,AI Engineer,"1,000–10,000",Finance,"Data quality / reliability, ML / AI, Fighting fires",On-prem data warehouse,No orchestration / ad-hoc,Weekly,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Ad-hoc / tables added as needed,Lack of clear ownership,Data mesh / federated ownership,Legacy / technical debt,Stay the same,Reliability engineering,,Middle East / Africa
45:48.7,Business Intelligence Engineer,"10,000+",Tech,"Ingestion / pipelines, Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Internal company based tools,Weekly,"Pipeline debugging, Documentation / data discovery",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Data quality,Stay the same,Career growth / leadership,,Asia–Pacific
47:49.6,Data Engineer,< 50 employees,Tech,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Infrastructure / platform work, Analytics / BI, ML / AI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling, Architecture design, Governance / quality checks",AI embedded in most workflows,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time, Tools don’t support good modeling",Event-driven architecture,Tool complexity,Grow,All,,United States / Canada
49:21.7,Manager / Director / VP,< 50 employees,Tech,"Data modeling / transformation, Data quality / reliability","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Architecture design",Using AI for tactical tasks,Mixed (depends on use case),None / modeling is going well,Data mesh / federated ownership,Poor requirements / upstream issues,Grow,Semantics / ontologies / knowledge graphs,,United States / Canada
50:30.3,Data Architect,"1,000–10,000",Healthcare,"Ingestion / pipelines, Data quality / reliability, Analytics / BI","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery, Architecture design, Governance / quality checks",No meaningful adoption yet,Mixed (depends on use case),None / modeling is going well,Lakehouse,Legacy / technical debt,Stay the same,AI/LLM integration,That data architects are not data engineers. ,United States / Canada
51:27.3,CTO,50–199,Tech,"Data quality / reliability, ML / AI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Architecture design, Governance / quality checks",Using AI for tactical tasks,Kimball-style dimensional modeling,Tools don’t support good modeling,Lakehouse,Legacy / technical debt,Grow,Context Engineering,It's not a fading skill,United States / Canada
52:09.1,Manager / Director / VP,50–199,Healthcare,"Ingestion / pipelines, Data modeling / transformation","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Experimenting,Data Vault,"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Lack of leadership direction,Grow,Career growth / leadership,,United States / Canada
58:15.6,Data Engineer,"1,000–10,000",Manufacturing / Industrial,"Analytics / BI, Fighting fires",Mixed/hybrid,No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Architecture design",No meaningful adoption yet,Kimball-style dimensional modeling,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Data mesh / federated ownership,Legacy / technical debt,Grow,Data modeling,,Europe (EU / UK)
59:24.0,Business Intelligence Consultant,50–199,Tech,"Ingestion / pipelines, Data modeling / transformation, Analytics / BI, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Daily,"Writing Code (SQL, Python, etc), Data modeling, Architecture design",AI embedded in most workflows,Kimball-style dimensional modeling,None / modeling is going well,Lakehouse,Compute costs,Stay the same,Semantics / ontologies / knowledge graphs,,Europe (EU / UK)
01:07.1,Manager / Director / VP,200–999,Public sector / Education,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",No meaningful adoption yet,Mixed (depends on use case),Lack of clear ownership,Centralized warehouse,Ambiguous ownership ,Stay the same,Career growth / leadership,,United States / Canada
01:11.7,Data Engineer,"10,000+",Tech,"Data modeling / transformation, Analytics / BI, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",No orchestration / ad-hoc,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",Building internal AI platforms,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Lakehouse,Legacy / technical debt,Stay the same,Architecture patterns,,United States / Canada
03:14.4,Data Engineer,"10,000+",Tech,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Analytics / BI",On-prem data warehouse,UAC,Rarely,"Writing Code (SQL, Python, etc)",No meaningful adoption yet,Kimball-style dimensional modeling,"Hard to maintain over time, Tools don’t support good modeling",Centralized warehouse,Legacy / technical debt,Grow,AI/LLM integration,,Asia–Pacific
05:18.4,Data Engineer,"1,000–10,000",Retail/e-commerce,"Data modeling / transformation, Data quality / reliability","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Architecture design",AI embedded in most workflows,Mixed (depends on use case),Pressure to “move fast”,Centralized warehouse,Compute costs,Grow,Streaming / event-driven systems,,Europe (EU / UK)
12:10.1,Data Architect,200–999,Finance,"Data modeling / transformation, Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Weekly,"Writing Code (SQL, Python, etc), Governance / quality checks",No meaningful adoption yet,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Centralized warehouse,Poor requirements / upstream issues,Stay the same,Semantics / ontologies / knowledge graphs,,Europe (EU / UK)
13:47.3,Manager / Director / VP,"10,000+",Finance,"Infrastructure / platform work, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Documentation / data discovery, Architecture design, Governance / quality checks",Using AI for tactical tasks,One Big Table,"Hard to maintain over time, Tools don’t support good modeling",Data mesh / federated ownership,Legacy / technical debt,Grow,Reliability engineering,,United States / Canada
19:44.1,Data Engineer,< 50 employees,Tech,"Data modeling / transformation, Data quality / reliability","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Dagster,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Kimball-style dimensional modeling,Tools don’t support good modeling,Centralized warehouse,"we are consulting company, so all of the above can be found a each company.",Grow,Architecture patterns,That tools do not solve your issues.,United States / Canada
26:28.7,Manager / Director / VP,50–199,Public sector / Education,Data quality / reliability,"Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery, Data modeling, Architecture design",Building internal AI platforms,Kimball-style dimensional modeling,Lack of clear ownership,Event-driven architecture,Legacy / technical debt,Grow,Reliability engineering,,Europe (EU / UK)
34:48.5,Software Engineer working on data,"10,000+",Tech,"Data quality / reliability, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",Building internal AI platforms,Ad-hoc / tables added as needed,"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Compute costs,Not sure,"Data Modeling, Streaming, Architecture, Carrer growth","I’d like to see more people talking about foundations; more articles and talks about timeless tools. Also, see projects where those foundations were applied and complemented using AI. ",Europe (EU / UK)
43:34.3,Data Engineer,200–999,Finance,"Ingestion / pipelines, Infrastructure / platform work","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Dagster,Daily,"Writing Code (SQL, Python, etc), Pipeline debugging",Using AI for tactical tasks,Kimball-style dimensional modeling,"Lack of clear ownership, Tools don’t support good modeling, Pressure to “move fast”",Centralized warehouse,Talent / hiring,Grow,Career growth / leadership,,Europe (EU / UK)
44:45.4,Manager / Director / VP,"1,000–10,000",Finance,"Data modeling / transformation, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Daily,"Writing Code (SQL, Python, etc), Architecture design",Using AI for tactical tasks,One Big Table,"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Legacy / technical debt,Grow,Reliability engineering,"Difference between analytics engineering and data engineering - specifically the combination of skillsets and outcomes. As an example, I see data (software) engineers hired to build dbt models and analytics (BI) engineers being hired to build bespoke ingestion patterns. ",Europe (EU / UK)
48:43.5,Manager / Director / VP,< 50 employees,Tech,"Ingestion / pipelines, Data quality / reliability",Cloud PostgreSQL/MySQL,"Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling, Architecture design, Governance / quality checks",Building internal AI platforms,Mixed (depends on use case),"Hard to maintain over time, Tools don’t support good modeling",Event-driven architecture,Legacy / technical debt,Grow,Semantics / ontologies / knowledge graphs,,United States / Canada
50:54.9,Data Architect,"10,000+",Finance,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Fighting fires",Mixed/hybrid,"Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Documentation / data discovery, Data modeling, Architecture design",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Data mesh / federated ownership,Legacy / technical debt,Not sure,Semantics / ontologies / knowledge graphs,,United States / Canada
51:38.2,Manager / Director / VP,"1,000–10,000",Finance,"Ingestion / pipelines, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Daily,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Architecture design",Using AI for tactical tasks,Ad-hoc / tables added as needed,"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Lack of leadership direction,Shrink,Reliability engineering,"Data engineering directly support business goals, hence, it's crucial to build solid long term data strategy.",Europe (EU / UK)
53:55.0,Data Architect,"10,000+",Healthcare,"Data modeling / transformation, Data quality / reliability, Analytics / BI","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,Ad-hoc / tables added as needed,"Lack of clear ownership, Tools don’t support good modeling",Lakehouse,Data quality,Stay the same,Architecture patterns,"That it is the most important role in the business...And they need more help and time to do things right, because no one else does anything right.",United States / Canada
55:43.1,Manager / Director / VP,"10,000+",Healthcare,"Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,Documentation / data discovery,Experimenting,Event-driven modeling,Pressure to “move fast”,Data mesh / federated ownership,Lack of leadership direction,Stay the same,Semantics / ontologies / knowledge graphs,"There’s no magic wand, despite what vendors tell you!",United States / Canada
55:48.8,Business Intelligence Analyst,"1,000–10,000",Finance,"Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",Using AI for tactical tasks,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Legacy / technical debt,Stay the same,Data modeling,"Ownership and lineage have huge ripple effects downstream that are often taken for granted. To use an analogy, whether a river is beautiful and clean or stinks and is full of garbage is whether people upstream can be convinced to stop dumping their trash in the river.",United States / Canada
56:13.7,Practice Lead for Decision Intelligence,"1,000–10,000",Tech,"Ingestion / pipelines, Data modeling / transformation","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc), Architecture design",Building internal AI platforms,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”, AI tools produce inconsistent schemas",Event-driven architecture,Data quality,Grow,AI/LLM integration,Understanding the purpose of systems you build is oftentimes more important than using state-of-the-art technology and algorithms. ,Europe (EU / UK)
04:55.7,Manager / Director / VP,"10,000+",Tech,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability, Analytics / BI, Fighting fires",On-prem data warehouse,Dataswarm,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Governance / quality checks",Building internal AI platforms,Mixed (depends on use case),"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Lakehouse,Poor requirements / upstream issues,Stay the same,Architecture patterns,,United States / Canada
09:39.2,Data Engineer,"10,000+",Finance,"Ingestion / pipelines, Infrastructure / platform work","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Rarely,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Data mesh / federated ownership,Data integration,Stay the same,Streaming / event-driven systems,,United States / Canada
10:42.0,Data Architect,200–999,Tech,"Ingestion / pipelines, Infrastructure / platform work","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Airflow,Multiple times per day,"Pipeline debugging, Documentation / data discovery",Building internal AI platforms,Mixed (depends on use case),AI tools produce inconsistent schemas,Data mesh / federated ownership,Poor requirements / upstream issues,Grow,AI/LLM integration,Bad Data; Bad AI,Latin America
